Original Complaint,Tone Severity,Case Severity,Escalated Complaint (Case Increased),Tone Severity - Constant,Case Severity - Increased,Sentiment Analysis - Complaint 1,Escalated Complaint (Tone Increased),Tone Severity - Increased,Case Severity - Constant,Sentiment Analysis - Complaint 2,Sentiment Analysis - Original Tone,Sentiment Analysis - Original Case,Sentiment Analysis - Complaint 1 Tone,Sentiment Analysis - Complaint 1 Case,Sentiment Analysis - Complaint 2 Tone,Sentiment Analysis - Complaint 2 Case
"On XX/XX/2023 I was approved for a credit card from Citibank which had a teaser promotion of 0 % interest for 21 months. At the time of application, I initiated said transfer with a balance I had at XXXX in the maximum amount of the credit given by Citibank of {$17000.00}. During this process, it appeared all was going well, account page indicated transfer was being processed and card was received in mail and activated. 

On XX/XX/XXXX, I noticed in the account that the transfer was denied and flagged as fraudulent. No contact from Citibank was made ( or at least that I received ) that there was a problem with the account and said balance transfer. 

On XX/XX/XXXX, a call was made to customer service. XXXX agents in addition to XXXX supervisor out of the XXXX XXXX had in fact stated my account was suspended and the transfer was cancelled. However, XXXX said that since "" they verified my identity, I could move forward with the transfer ''. He indicated that I would have to initiate once again and they could not on their side. I then went back to my account where I was once again blocked, and they would not allow me to participate in the transfer where the message "" LOOKS LIKE SOMETHING WENT WRONG '' message appeared. 
The path to this teaser rate/bait and switch seems to be blocked at every avenue..Was the balance transfer amount too high? Does Citibank use this as a "" teaser '' to lock unsuspecting consumers? Questions that I would like answered..",2.0,2.0,"I am writing in regards to my recent experience with Citibank, and I cannot express my disappointment enough. On XX/XX/XXXX, I was approved for a credit card from Citibank with a 0 % interest rate for 21 months. Excitedly, I initiated a balance transfer of {$17000.00} with the maximum amount provided by Citibank. The process appeared to be going smoothly, and my account page indicated that the transfer was being processed. However, on XX/XX/XXXX, I noticed that the transfer had been denied and flagged as fraudulent, despite receiving no contact from Citibank regarding any issues with my account.

On XX/XX/XXXX, I made a call to customer service, only to be met with agent after agent who were unhelpful and condescending. They could not provide me with any answers as to why the transfer was denied and instead told me that I would have to initiate the transfer again, despite my account being blocked and the message "" LOOKS LIKE SOMETHING WENT WRONG '' appearing in my account. This is clearly a teaser rate/bait and switch tactic used by Citibank to lock unsuspecting consumers into their products without providing any clear explanation or assistance.

I have been a loyal customer of Citibank for years, and I cannot believe that this is the level of service that I have come to expect from such a large commercial bank. The fact that I was not informed of any issues with my account until after the transfer had been denied is unacceptable, and I demand an immediate resolution to this matter. I demand that Citibank provide me with a clear explanation as to why my balance transfer was denied and what steps are being taken to ensure that this does not happen again in the future. I also demand that my account be reinstated immediately so that I can continue using my credit card without any further issues or delays.

This is not just about a balance transfer, this is about trust. My experience with Citibank has shaken my trust in their ability to provide reliable and dependable service to their customers. I demand that Citibank takes responsibility for their actions and makes things right.",2.0,3.0,,"On XX/XX/XXXX, I was approved for a credit card from Citibank which had a teaser promotion of 0% interest for 21 months. At the time of application, I initiated a transfer with a balance of {$17000.00}. However, on XX/XX/XXXX, I discovered that my account was suspended and the transfer was cancelled.

This experience has left me feeling betrayed by Citibank. The teaser rate/bait and switch tactics used to lure me in have resulted in a loss of trust and confidence in the bank. It is unacceptable for a financial institution to engage in such deceitful behavior.

I demand that Citibank takes immediate action to rectify this situation. My account should be reinstated, and I should be compensated for my losses. Additionally, I demand that Citibank discontinues their use of teaser rates/bait and switch tactics in the future.

This is a case severity = 3.0 and tone severity = 2.0, as it reflects a severe issue with trust and confidence in the bank, financial losses, and the possibility of legal action.",3.0,2.0,,2.0,3.0,2.0,3.0,2.0,3.0
"I was told about a reclamation on my account, but was not provided with supporting legal documents. Over six weeks of this process and still no results. My account was depleted to zero balance. My social security is my only source of income-I am retired.",2.0,2.0,"Dear [Bank Name],

I have been a loyal customer of yours for many years and have always appreciated the level of service you provided. However, my recent experience with your bank has left me feeling extremely frustrated and disappointed.

Over six weeks ago, I received notice that there was a reclamation on my account. Despite numerous attempts to contact your customer service team, I was not provided with any supporting legal documents or updates on the progress of the case. As a result, my account balance was depleted to zero, and I was left without any means of support as I am retired and my only source of income is my social security benefits.

This experience has been incredibly stressful and has caused me significant financial hardship. Your lack of transparency and communication has left me feeling frustrated and let down. I demand that you take immediate action to resolve this issue and provide me with the legal documents and updates I am entitled to.

Furthermore, I am considering taking legal action against your bank for the damages caused by this incident. I urge you to act quickly and address my concerns before I have no choice but to seek legal representation.

Sincerely,
[Your Name]",2.0,3.0,,"Dear Bank of America Customer Service,

I am writing this complaint as a result of my recent experience with your bank's reclamation process, which has left me with financial hardship and emotional distress. I was told about a reclamation on my account, but despite numerous attempts to contact your customer service team, I have been provided with no legal documents or updates on the status of my case. Over six weeks have passed and my account is still at zero balance, leaving me without any source of income.

I am retired and rely solely on my social security benefits to make ends meet. The reclamation process has caused significant stress and anxiety, as I fear that my only source of income may be taken away from me without any recourse. I demand a resolution to this matter immediately, or I will be forced to consider legal action against your bank.

This case severity is 3.0 and the tone severity is 2.0. Please address this complaint promptly and ensure that my account is fully restored, including all lost funds and any associated fees. I look forward to hearing from you soon.

Sincerely,

[Your Name]",3.0,2.0,,2.0,3.0,2.0,3.0,2.0,3.0
"I went to the XXXX XXXX in XXXX XXXX at XXXX XXXX, asked to look at mattresses and stated that i did not want my credit ran. I did not sign up for any sort of loan or loan process and was informed via XXXX XXXX that a hard inquiry was ran against my account for a loan for this company.",2.0,2.0,"I am extremely disappointed with the shady practices at [bank name]. After visiting one of their branches to inquire about mattresses, I was told that a hard credit inquiry had been run on my account for a loan that I did not want or need. This is an unacceptable violation of my privacy and personal information. It is also a clear indication that [bank name] does not respect the boundaries of their customers and their wishes. I demand that this inquiry be removed from my credit report immediately and that [bank name] ceases all further invasions of my privacy. I will not tolerate any more shady business practices from this bank and I urge others to avoid them as well. Tone severity = 2.0, case/event severity = 3.0.",2.0,3.0,,"I am writing to express my extreme frustration with XXXX XXXX after being falsely accused of having a loan application run for me without my consent. I arrived at the store and explicitly stated that I did not want my credit ran, yet despite this clear warning, a hard inquiry was made against my account without any prior approval or notice. This is unacceptable behavior from a reputable bank like XXXX XXXX and could have serious consequences for my credit score and financial future. I demand to be compensated for the damages caused by this violation of my privacy and personal information.",3.0,2.0,,2.0,3.0,2.0,,2.0,3.0
"This is additional letter that Im attaching to the current claims that are pending investigation. Please attach this document for Claims ID : XXXX ( {$11000.00} ), Claims ID : XXXX ( {$8900.00} ), and Claims ID : XXXX ( {$10000.00} ) The charge is in error because the items werent delivered. I ordered XXXX orders of the XXXX XXXX XXXX XXXX XXXX on XX/XX/2023, XXXX orders of the XXXX XXXX XXXX XXXX XXXX on XX/XX/2023, and XXXX orders of the XXXX XXXX XXXX XXXX on XX/XX/2023, exclusively release in XXXX. The seller promised me to deliver the items to me on XX/XX/2023, but I never received the items. Upon checking with my seller, my seller informed me that the items she received to her house were not the cups that we were expecting it to be therefore my seller agreed to send me the refund on XX/XX/XXXX because she called me stating that the cups, she received were not the cups that I placed the orders for. She made me look like a fool into thinking that all my orders were fully secured. For 2 months, she keeps reassuring me that everything was secured and on the way. I had a feeling that she did not secure because I asked her why the package barely ship now from the other province when the release was end of XXXX. She did not reply. I have done business with my seller multiple times, and this is the first time that she has not provided me the merchandise. She even has my bank information to process the refund, so I dont see the hold up from her. 

I am requesting that the errors be corrected, that any finance or other charges related to the disputed amount be credited to my account, and that I get an accurate statement. I have tried to file chargeback claim with my bank per XXXX instruction on XX/XX/2023 and today i got the results and they are denying my claims because they don't have the recovery right which is what i do not understand because XXXX clearly stated that they will help to get the funds back when my bank XXXX Bank of America ) contact XXXX and only to find out that they never did. They just contact XXXX 's bank which is XXXX XXXX. 

I absolutely do not feel protected, depositing my money with Bank of America anymore. I will be closing my account effective immediately because of the way Bank of America has been handling dispute claim and it is truly disappointed. I've been a value member for 12 years now and this is the second time i filed dispute and Bank of America decided AGAIN not in my favor Enclosed are the copies of documentation ( screenshot from my seller ) stating that she agreed to send me the refund supporting my position and experience. I will be attaching written statement from XXXX that they have my back and will work with my bank. Please correct the error on my account promptly",2.0,3.0,,,,,,,,,,,,,1.0,2.0
"I was told by Bank of America 's claims department that my provisional credit would be withheld for the duration of the investigation because of the dollar amount. The representative informed me that the investigation XXXX last til XX/XX/XXXX. 

I filed my checking transaction dispute on XX/XX/2023. I made this request after XXXX business days. 

XXXX XXXX XXXX ( c ) XXXX does not specify withholding a provisional credit while extending the investigation because of a certain dollar amount. 

I'm ok if the Bank needs more time to finish their investigation. But they are violating federal consumer financial regulations by denying my provisional credit.",2.0,2.0,"Dear [Customer Name], 

Thank you for bringing your recent experience with our bank to our attention. We apologize for any inconvenience or frustration you may have experienced, and we are committed to resolving this issue as quickly and fairly as possible. 

We understand your concern about the denial of provisional credit while an investigation is ongoing, and we want to assure you that this decision was not made lightly. Our team is working diligently to review the situation and determine the appropriate course of action. We recognize the importance of providing timely and accurate information to our customers, and we apologize for any confusion or miscommunication that may have occurred. 

We understand the impact that this issue may be having on your finances, and we are committed to working with you to find a resolution that meets your needs. We will keep you updated on the status of the investigation and provide you with regular updates as soon as possible. 

Please do not hesitate to contact us if you have any further concerns or questions. We value your business and appreciate your patience during this time. 

Sincerely, 
[Your Name]",2.0,3.0,,"Thank you for taking the time to share your concerns with us. We apologize for any inconvenience caused by our mistake. We understand how frustrating it can be to have your credit withheld without proper notice, and we will take immediate action to resolve this issue.

We assure you that our investigation is underway, and we are committed to ensuring that all of our customers receive the prompt and fair resolution they deserve. Our team is working diligently to review the transaction in question and determine the appropriate course of action. We apologize for any confusion or uncertainty caused by this delay, and we will keep you updated on the progress of our investigation as soon as possible.

We value your business and appreciate your trust in us. We understand the importance of maintaining a positive relationship with our customers, and we are committed to doing everything in our power to make things right. If there is anything else we can do to assist you during this time, please don't hesitate to contact us. We are here to help.

Sincerely,

[Your Name]",3.0,2.0,,2.0,3.0,2.0,1.0,2.0,2.0
"On XX/XX/2023, my scheduled monthly payment date, I scheduled a one time only online payment for the balance of my credit card debt ; the actual balance for purchases at that time was XXXX dollars ; my one time only online payment was scheduled for that amount. 
I had previously established a XXXX dollar auto pay to be paid on the same day, this is an auto pay that I had established months ago and for many months, I have been paying my balance with that auto pay amount. 

Mistakenly I did not "" uncheck '' the monthly auto pay of XXXX dollars for the pay date of XX/XX/2023, consequently, Citi requested both the XXXX XXXX time only payment and the XXXX auto pay from my bank. The XXXX was paid but the XXXX auto pay was returned as insufficient funds. 

Due to a policy at Citi Bank, Citi created a debit balance for the XXXX dollar returned funds and today they insist that I must pay the XXXX "" outstanding balance ''. I have discussed this issue with Citi Bank Customer service on three occasions, explaining my position that the XXXX dollar "" debit '' is not supported by any purchases and that the balance of my account was paid in full with the {$9000.00} one time only scheduled payment. The XXXX dollar balance is nothing more than an accounting place holder and does not represent any funds spent nor does it represent any funds due. Citi charged their XXXX dollar returned funds fee three times and I paid those fees. 

After the several conversions with customer service representatives and their managers, I've been told that the balance stands and must be paid. Customer service reps nor their managers bothered to look at my account balances- they simply maintain that a returned payment represents a debit and that I am responsible for paying that debit. ( and the returned fund fee ) Citibank Credit cards create debit balances from mistaken attempts to pay off my credit card balance equal to the attempted or mistaken payment regardless if the mistaken payment attempt is represented by any purchases or previous balance. 

After a month of arguing about the unfounded balance they closed my account and are demanding the XXXX dollar fake balance be paid. 

I am seeking to have the XXXX fake balance be recognized for what it is, an accounting place holder and be credited from my account balance. 

I'm sorry I can not provide account summaries that support my. are, once Citi closed my account they denied access to my my previous account statements. The only statement that I have access to is XXXX 's statement which shows {$6600.00} worth of purchases and the XXXX returned payment fee. I paid the {$6600.00} balance and as mentioned above I am seeking to resolve the XXXX dollar fee.",2.0,2.0,"On XX/XX/2023, my scheduled monthly payment date, I made a mistake in scheduling a one-time only online payment for the balance of my credit card debt. The actual balance for purchases at that time was XXXX dollars, and I mistakenly did not uncheck my $XXXX auto pay to be paid on the same day.

I had previously established an auto pay of XXXXX dollars to be paid on the same day for many months, and I have been paying my balance with this amount. Unfortunately, due to my mistake, Citi requested both the XXXX one-time payment and the XXXXX auto pay from my bank. The XXXXX was paid, but the XXXXX auto pay was returned as insufficient funds.

Citi created a debit balance of XXXXX dollars for the returned funds, and despite several conversations with customer service representatives and their managers, they insist that I must pay this balance, even though it is not supported by any purchases or previous balance. The XXXX dollar ""debit"" is nothing more than an accounting placeholder and does not represent any funds spent nor does it represent any funds due.

After a month of arguing about the unfounded balance, Citi closed my account and demanded payment. I am seeking to have this fake balance recognized for what it is, an accounting placeholder, and be credited from my account balance. Unfortunately, due to their policy, Citi Credit cards create debit balances from mistaken attempts to pay off my credit card balance equal to the attempted or mistaken payment regardless of whether it is represented by any purchases or previous balance.

I am in disbelief that a commercial bank like Citi would act in such a way, creating an accounting placeholder for a mistake and insisting on payment despite clear evidence that the balance does not represent any funds owed. This behavior has caused me significant distress, and I demand that Citi reconsiders their stance and resolves this issue promptly.

I urge all customers to be cautious when dealing with commercial banks like Citi and to ensure that they are treating their customers fairly and justly. It is unacceptable for banks to create accounting placeholders for mistakes and insists on payment despite clear evidence that the balance does not represent any funds owed.",2.0,3.0,,"This is a clear violation of customer trust and bank policies. It is unacceptable for Citi Bank to create fake balances and demand payment without proper investigation or resolution. My account has been closed due to this mistake, and I am demanding that the fake balance be recognized as an accounting error and credited back to my account.

Citi Bank has failed to acknowledge the severity of this issue and their repeated refusal to investigate the matter only adds to my frustration. This is a severe case of mismanagement and lack of customer service, and I demand that it be resolved immediately.

I urge Citi Bank to take responsibility for their actions and reinstate my account as soon as possible. The longer this issue remains unresolved, the more damage it will do to my financial stability and credit score.

This is not the first time that Citi Bank has made a mistake like this, but it will be the last. I am taking legal action against Citi Bank for their negligence and violation of customer trust, and I demand compensation for the losses incurred as a result of their actions.

I am tired of dealing with unresponsive customer service representatives who are more interested in closing my account than resolving the issue. It is time for Citi Bank to take this matter seriously and make things right.

This is a severe case of mismanagement, and I demand that it be resolved immediately. Citi Bank has failed to uphold their policies and standards, and I will not rest until justice is served.",3.0,2.0,,,,2.0,3.0,2.0,3.0
"Im writing with regard to a Citi fraud investigation related to a series of fraudulent charges to my Citi Premier card occurring on XX/XX/XXXX. The charges were attributed to a merchant unknown to us ( XX/XX/XXXXXXXX XXXX in the amounts of {$880.00}, {$3400.00}, and {$6000.00}. 

When contacted by the Citi fraud department on XX/XX/XXXX through their early fraud warning system, I was asked whether our card was in our possession. I explained to the caller from Citi that we did have at least one card in our possession, but that this was our previous Citi Thank You Card, not the new upgraded Citi Premier cards wed recently requested. 

In fact, the new Citi Premier cards hadn't arrived through the mail in a timely fashion, leading us to now believe that they may have been intercepted and used for the fraudulent charges. 

I have filed a police report with the XXXX Police Department and can provide you with the report number if needed. 

Yet, according to a letter we received from Citi dated XX/XX/XXXX, Citi has closed the investigation of these charges and is holding us responsible, citing that we had the cards in our possession. I have called twice in the interim to again explain that the cards in our possession at the time of the fraudulent charges were our previous Citi Thank You cards and not the Premier cards that were yet to be received through XXXX mail. 

Note that Citi did determine that two charges taking place on XX/XX/XXXX were indeed fraudulent, and is not holding us accountable -- making it puzzling that they did not determine the fraudulent charges on XX/XX/XXXX as related. 

Pertinent to Citi 's investigation, we also received a bill from XXXX for a fraudulent charge which appeared related to one of the disputed charges ( we are not XXXX customers ). XXXX quickly investigated, verifying that the charge was indeed fraudulent, and has notified the credit bureaus on our behalf. We have provided this information to Citi. We have also provided the XXXX Police Department police report. 

Please let us know if you need any further information from us to assist in asking Citi to reopen the investigation and reconsider their decision. 

Thank you!",2.0,3.0,,,,,,,,,2.0,3.0,2.0,1.0,,
"I made payments for {$4300.00} and {$100.00} on XX/XX/XXXX to Citicard. The funds were deducted from my bank account on XX/XX/XXXX and were transferred to Citicard at the end of the day on XX/XX/XXXX. Citicard has not applied the amounts above to my available credit in my Citicard account, and according to their call center reps, they have "" placed a float on the money. '' When I first called Citicard on the morning of XX/XX/XXXX to ask why the payment was not applied to my available credit, the call center rep named XXXX called my bank- XXXX XXXX to see if the funds had cleared. A XXXX XXXX XXXX told XXXX the funds had been deducted from my account and that the ACH transfer to Citicard would be complete by XXXX pm XXXX on XX/XX/XXXX. XXXX told me that the "" float '' on my account could be lifted after the ACH was complete. XXXX said she would call me back on XX/XX/XXXX to help lift the "" float '' on my account so that the payment would be applied. XXXX did call me back at XXXX XXXX. MST on XX/XX/XXXX and left a voicemail on my phone stating she was calling to assist me with lifting the "" float. '' When I called Citicard back at XXXX am MST on XX/XX/XXXX to have the "" float '' lifted, I was told they could not lift the "" float '' and would not apply the payment to my account until XX/XX/XXXX. I explained that the XXXX transfer was complete and they had my money. They still refused. I asked to speak with a supervisor who could help me and who could explain why they were holding the payment and not applying it to my account. I was transferred to several reps and finally spoke with an account manager named XXXX. He said he would not remove the "" float. '' He did not explain why. I asked him to find someone to help me. He said no one could help, then hung up on me. I was on the phone with Citicard for XXXX hour and XXXX minutes. 

The payment has yet to be applied to my available credit on my account.",2.0,2.0,"I am writing this complaint to express my extreme frustration with Citicard for the unacceptable treatment I received when making payments of $4300.00 and $100.00 on XX/XX/XXXX. The funds were deducted from my bank account on XX/XX/XXXX and transferred to Citicard, but they have not been applied to my available credit in my Citicard account.

After numerous attempts to contact Citicard's customer service, I was left with no resolution or explanation for why the payment was not applied. Despite being told multiple times that the funds had cleared and the ACH transfer would be complete by a specific time, I have yet to see any progress on my account. In fact, I was even told by an account manager that he would not remove the ""float"" from my account, leaving me with no recourse or resolution.

This behavior is unacceptable and clearly indicates a lack of attention to detail and care for customers. It is extremely disheartening to see such a large commercial bank treating its customers with such poor service and indifference. I demand that Citicard take immediate action to resolve this issue and ensure that my payments are properly applied to my account.

If I do not receive a satisfactory response from Citicard, I will have no choice but to consider closing my account and seeking out alternative banking options. This is a clear case of customer mistreatment and should not be tolerated by any bank.

Event harshness score: 3.0
Tone harshness score: 2.0",2.0,3.0,,"I am extremely frustrated with Citicard and their customer service. My recent experience with their billing department has been nothing short of a complete disaster. I made payments for {$4300.00} and {$100.00} on XX/XX/XXXX to Citicard, only to have the funds deducted from my bank account but not applied to my available credit in my Citicard account. Despite multiple attempts to contact their customer service, I was left with no resolution and was hung up on by an account manager who refused to help me. The lack of transparency, communication, and accountability is unacceptable and completely undermines the trust that I once had in this bank. I demand that Citicard rectify this issue immediately and provide me with a clear explanation for what happened. If not, I will be forced to consider switching banks and taking legal action against Citicard. This situation goes beyond just a mild inconvenience; it is a severe issue that has caused significant distress and financial loss. As a valued customer, I expect nothing less than the highest level of service and respect from my bank.",3.0,2.0,,2.0,3.0,2.0,3.0,2.0,3.0
"in accordance with the fair credit reporting act these creditors have violated my rights. 

XXXX ) XXXX XXXX  account number : XXXX on XX/XX/XXXX address : XXXX XXXX XXXX XXXX XXXXXXXX XXXX  XXXX XXXX XXXX Bank of America, closed account with no account number. XXXX XXXX & XXXX XXXX XXXX address : XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX ) XXXX XXXX account number : XXXX address : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX ( XX/XX/XXXXXXXX XXXX XXXX XXXX ) XXXX ) XXXXXXXX XXXX  account number : XXXX. XX/XX/XXXX address : XXXX XXXXXXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX ) XXXX XXXX account number XXXX XXXX address : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  XXXX ) XXXX XXXX, account number. XXXX XXXX XXXX address : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX ) XXXX XXXX account number : XXXX. XX/XX/XXXX address : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  ) XXXX/DEPT OF ED, account XXXX. address : XXXX XXXX XXXX XXXX, MO XXXX XXXX - XXXX of XXXX Under 15 USC 1681 section 602 states I have the rights to privacy.

15 USC 1681 section 604 section 2 it also states : a consumer reporting agency can not furnish an account without my written instructions. 

15 US Code 1681A definitions ; rules of construction - exclusions. -- - except as provided in a paragraph the term "" consumer report '' does not include -- any report containing information sole as to transactions or experiences between the consumer and persons making the report.

Under 15 USC 1666b : a creditor may not treat a payment on the account under an open-end consumer plan that's late for any purpose. 

XXXX ) XXXX XXXX  XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX",2.0,2.0,"Wells Fargo, the bank I have been a customer of for over a decade, has recently closed my account without any prior notice or explanation. This is a violation of my rights under the Fair Credit Reporting Act, as well as the Consumer Financial Protection Bureau's rules and regulations.

I have tried multiple times to contact your customer service department to resolve this issue, but I have been met with nothing but frustration and a complete lack of progress. Your representatives have been unresponsive, dismissive, and unable to provide any answers or solutions to my problem. It is clear that you do not care about my well-being as a customer and are more concerned with protecting your own profits.

I demand that you reinstate my account immediately and provide me with an explanation for this unjustified closure. I also demand compensation for the financial losses I have incurred as a result of this closure, including any fees or charges associated with opening a new account and transferring my funds.

I will not stand for this kind of mistreatment from a bank that I have trusted for years. If you do not take immediate action to resolve this issue, I will be forced to take legal action against your company. I urge you to act now before this situation escalates further and causes irreparable damage to my credit score and financial reputation.

Sincerely,

[Your Name]",2.0,3.0,,"Dear XXXX,

Thank you for bringing your concerns regarding the closure of your account with no account number by Bank of America to our attention. We apologize for any inconvenience this may have caused.

We understand that this issue has escalated to a severity level 3 and tone severity of 2. Therefore, we take it very seriously and want to assure you that we are committed to resolving this issue promptly and effectively.

We kindly request that you provide us with your account number and any other relevant details so that we can investigate the matter further. We understand that you have a legitimate right to privacy and we will make sure to adhere to all applicable laws and regulations.

We also want to assure you that under 15 USC 1681 section 602, consumers have the rights to privacy and a consumer reporting agency cannot furnish an account without written instructions from the consumer. Therefore, we will not proceed with any actions on your account until we receive your written instructions.

Please rest assured that we will do everything in our power to resolve this issue as soon as possible. Thank you for bringing this matter to our attention and we apologize again for any inconvenience this may have caused.

Sincerely,
[Your Name]",3.0,2.0,,2.0,3.0,2.0,3.0,2.0,3.0
"I was denied for a XXXX XXXX credit card. The reasoning stated "" The credit privileges on your existing accounts are currently restricted. '' I don't understand this reasoning and asked via phone call about that as well. The phone call said that it was based on Business credit card rules, which were not explained in any detail to me. 

I currently have a working store credit card that Citi services, has a credit limit and that I am able to use. Also this was for a Business credit card, which I don't believe should be affected by Personal credit card rules.",2.0,2.0,"I cannot believe that Citi Bank has denied me for a Business credit card simply because of my personal credit score and history. The reasoning that ""The credit privileges on your existing accounts are currently restricted"" is nothing more than a bullshit excuse to deny me access to the credit I need for my business to continue growing. 

This issue is severe, as it has significant impact on my ability to run my business effectively. The fact that Citi Bank cannot explain their decision or provide any detail regarding their ""Business credit card rules"" only adds to the frustration and confusion. 

I demand that this denial be overturned immediately and that I be given access to the credit I need for my business. This is not a request, but a demand. If Citi Bank continues to act in this manner, they will lose me as a customer forever.",2.0,3.0,,"I am writing to express my extreme frustration with the denial of my Business credit card application by Citibank. The reasoning provided for the denial was based on ""business credit card rules,"" which were not explained in any detail to me. I have been a loyal customer of Citibank for many years and have consistently maintained good credit on both my personal and business accounts.

Despite this, I was denied for a Business credit card because of what seems to be an arbitrary decision made by the bank's credit department. This is a clear violation of Citibank's own credit policies, which state that credit decisions are based on individual circumstances and creditworthiness.

I find it extremely disrespectful that Citibank would deny me a credit card based on my credit history without providing any specific reasons or solutions for improvement. I have tried to contact the bank via phone several times but have been met with a rude and dismissive attitude from customer service representatives.

I demand that Citibank immediately reconsider my application and provide clear and specific explanations for their decision-making process. If this is not done, I will be forced to look for alternative financial institutions and will no longer do business with Citibank.

Tone severity: 2.0
Case/event severity: 3.0",3.0,2.0,,2.0,3.0,2.0,3.0,2.0,3.0
"On XX/XX/XXXX a wire transfer for {$46000.00} was summited to our family trust account at JPMorgan Chase Bank NA from XXXX XXXX. Chase bank refused to accept the funds. 
The transfer should have taken no more than 48 hours but it still has not been completed as of XX/XX/XXXX. 

We called Chase Bank on XX/XX/XXXX and were told they had reached out to XXXX XXXX  and were waiting to hear from them. To give them 24 - 48 hours. We called them back several times over the past week and the money has still not been transferred.",2.0,3.0,,,,,,,,,2.0,3.0,2.0,1.0,,
